bus_accesses,llc_accesses,cycles,llc_misses,instr,cluster,phase
9994,186795,10479579,1703,4902282,0,0
11249,387017,22300281,1992,10480806,0,0
11738,300515,16838507,2034,7867674,0,0
7475,95441,5700474,1186,2591734,0,0
6924,192544,10894327,1137,5087400,0,0
10902,377488,21590739,1897,10213213,0,0
10341,185852,11120166,1711,5220687,0,0
15777,387118,22208044,2558,10549636,0,0
8538,101791,5712839,1404,2614373,0,0
15034,379534,22013167,2528,10577261,0,0
9407,88858,5613969,1691,2615028,0,0
9047,177529,11192918,1598,5312057,0,0
11057,363994,21588208,1961,10302930,0,0
11030,196960,11125030,1872,5145710,0,0
23276,370443,22193611,4275,10426019,0,0
44155,355610,21540311,7684,10074981,0,0
20515,373765,21960930,3722,10316045,0,0
14758,194929,11312790,2502,5258289,0,0
8519,191565,10879112,1428,5137809,0,0
15094,395589,22172145,2642,10488208,0,0
10692,94390,5748770,1824,2639047,0,0
6491,80508,4733051,1138,2195851,0,0
4656,94699,5651103,776,2639881,0,0
10682,333494,21964286,1780,10365145,0,0
17400,376473,22423618,3036,10620987,0,0
12736,379659,22172748,2198,10530047,0,0
10777,354264,21591899,1743,10451002,0,0
12579,341242,22411141,2083,10878404,0,0
15033,279105,16820197,2686,7936776,0,0
14344,387739,22412776,2535,10506868,0,0
13559,374709,21576262,2299,10152388,0,0
13354,377705,21581621,2250,10088840,0,0
13902,371371,21746328,2345,10230555,0,0
9339,96675,5736037,1445,2630197,0,0
11424,184057,10442916,1645,4909822,0,0
10216,97809,5713602,1664,2609450,0,0
