bus_accesses,llc_accesses,cycles,llc_misses,instr,cluster,phase
92548,367502,21908087,16656,10915680,0,0
61212,186529,11181052,10658,5389484,0,0
88573,394240,22203274,15796,11296547,0,0
60774,184155,11354602,10711,5518112,0,0
84001,391963,21958398,14762,11347868,0,0
32799,124142,5755726,5852,2737803,0,0
48366,182433,10887992,8540,5455767,0,0
60438,188059,11346607,10646,5461327,0,0
46174,186717,10874288,8109,5485186,0,0
101997,367707,22413878,17867,11196985,0,0
53696,182938,10441420,9608,5007505,0,0
94769,368431,22217170,16963,11123395,0,0
40115,58325,5770238,6978,2589090,0,0
86978,382761,21880186,15440,11142702,0,0
25676,119244,5152584,4631,2501430,0,0
63112,145986,10899046,11408,5091141,0,0
87879,398098,22191330,15727,11279705,0,0
73738,261428,16869438,13148,8432225,0,0
31582,114501,5737170,5529,2778394,0,0
57583,170022,10889973,10320,5143191,0,0
81773,376531,21448180,14694,10937512,0,0
59650,172682,11333287,10543,5474936,0,0
93004,378561,21733698,16654,10886343,0,0
41827,77435,5762205,7398,2513469,0,0
104258,374540,22006898,18872,10747765,0,0
41109,64013,5673013,7098,2531244,0,0
44654,193520,10851963,7990,5469681,0,0
31389,111575,5661391,5618,2708094,0,0
28249,76594,5606490,4947,2732896,0,0
53571,165045,10880097,9764,5247886,0,0
27967,132757,5754863,4970,2832219,0,0
49234,182779,10875467,8738,5329946,0,0
39786,52080,5758999,6976,2582981,0,0
39475,195068,10866493,7156,5538905,0,0
87973,376278,21907089,16212,11024946,0,0
92408,387525,22413152,16745,11240062,0,0
62091,166135,11156550,11226,5227653,0,0
95681,389316,21997705,17591,10901557,0,0
35890,104295,5760412,6293,2683652,0,0
53223,160896,10902341,9693,5296039,0,0
34771,99281,5750923,6234,2680086,0,0
52991,178210,10790819,9768,5171659,0,0
36895,98109,5761542,6490,2662034,0,0
45209,194632,10863768,8219,5437553,0,0
89313,363180,21922355,16484,10984769,0,0
56603,190389,11138684,10264,5397462,0,0
104308,361323,22201912,19399,10842895,0,0
62190,182907,11364565,11284,5406113,0,0
89173,390399,21959494,16423,11102436,0,0
63820,166413,11191250,11638,5289982,0,0
157449,198332,21984845,26701,7894067,0,0
87356,92136,16947266,17282,6197967,0,0
76255,92770,11000945,13620,4828467,0,0
35172,94633,10495088,6295,5419511,0,0
31507,48320,5745407,5355,2743227,0,0
33412,98893,10921999,5839,5698268,0,0
59929,198991,21871112,10856,11545984,0,0
45408,98474,11338390,7900,5704949,0,0
45476,93997,10853843,7845,5430797,0,0
82145,194673,21986800,14153,11243448,0,0
34905,47439,5737392,5862,2672532,0,0
76136,197376,22000511,13194,11339916,0,0
42795,95526,10935882,7296,5553213,0,0
28702,98265,10881393,4962,5786665,0,0
25156,48948,5731973,4208,2867956,0,0
27411,98905,10875159,4815,5794749,0,0
26108,48953,5746599,4404,2851337,0,0
27134,99488,10872756,4747,5799397,0,0
34612,150604,16346523,6439,8811351,0,0
36335,98757,11129247,6321,5769222,0,0
82773,194052,22158518,14782,11247592,0,0
115512,83520,11392919,23043,4181802,0,0
344854,191813,21993081,56915,6725370,0,0
347273,173740,22414768,63756,7263761,0,0
51875,52148,10850946,10183,4219064,0,0
124848,160827,21949972,24570,8722074,0,0
74468,196812,21989434,13083,11362582,0,0
72919,196169,21937722,12930,11355064,0,0
47388,96391,11078640,8213,5536741,0,0
75518,194428,21973672,13257,11349889,0,0
54176,92704,10884978,9056,5337396,0,0
89197,196711,22196460,15239,11229939,0,0
68747,200402,22392208,11975,11725910,0,0
37422,95698,10882484,6410,5625805,0,0
56320,198702,21982472,9987,11713129,0,0
55685,203760,22393284,9972,11950876,0,0
38392,98556,11164887,6600,5761272,0,0
53719,198653,21992909,9622,11761488,0,0
251142,164519,22338150,46402,7601792,0,0
149626,83592,11178792,22207,3725263,0,0
427192,203582,21946700,77441,6715707,0,0
53326,57106,10875500,10245,4092848,0,0
121884,148856,22211050,23975,8651785,0,0
35851,47550,5759977,6224,2658777,0,0
32922,98874,10874177,5806,5670046,0,0
56875,200346,21920876,10334,11642790,0,0
46890,97249,11150740,8163,5576261,0,0
69868,199169,22178384,12365,11552888,0,0
84628,197122,22402570,14485,11456976,0,0
57106,95454,11156051,9577,5421400,0,0
72518,196809,21948987,12716,11371736,0,0
60366,196446,21931446,10501,11638531,0,0
57342,199491,22164890,10174,11797375,0,0
40526,98362,11157988,7024,5717490,0,0
53803,200572,21986393,9634,11734283,0,0
40284,95669,10970073,6888,5617998,0,0
45015,94765,10888975,7890,5431918,0,0
45203,24083,5756229,7703,2426854,0,0
138265,101395,10880032,27320,3241967,0,0
395540,204428,22432082,67967,6735520,0,0
207202,84555,10770606,35644,3517639,0,0
103153,124745,22207876,21311,8344473,0,0
30303,30217,5751381,5682,1981560,0,0
101251,191648,21944612,18916,10562776,0,0
28982,45687,5421461,5049,2600712,0,0
19934,50784,5659807,3468,2904095,0,0
68575,197916,21981784,12242,11452793,0,0
59992,150126,16943315,10517,8705346,0,0
78414,194855,21970016,13787,11277535,0,0
33683,47808,5748214,5643,2715235,0,0
86073,194737,21953918,14688,11147536,0,0
45334,94829,10863494,7806,5448807,0,0
61094,198438,22110559,10630,11720490,0,0
12449,10593,1321648,1922,368563,0,0
42502,138670,15435674,7476,8160540,0,0
54420,198775,21925154,9874,11679566,0,0
39659,100154,11342062,6864,5843694,0,0
27183,98801,10833358,4755,5771587,0,0
26022,49183,5729075,4431,2843928,0,0
28878,97382,10943029,5020,5822028,0,0
221149,169111,21941147,41541,8029865,0,0
403075,205276,22226824,69749,6757500,0,0
194998,82992,11204498,32765,3584145,0,0
103225,123439,21968093,21258,8212396,0,0
33797,31801,5649909,6490,1925761,0,0
67035,92418,10904414,12443,4921222,0,0
69315,200307,22205785,12506,11560309,0,0
30655,48575,5744355,5219,2761469,0,0
70361,196503,21957551,12558,11412059,0,0
30371,48632,5741255,5200,2762844,0,0
37107,97268,10889387,6387,5622213,0,0
30759,47727,5739805,5192,2762137,0,0
40393,96310,10868812,6913,5558024,0,0
33602,47879,5747782,5563,2720406,0,0
46500,96828,10877276,7727,5461242,0,0
67093,198544,21908606,11762,11448244,0,0
39782,98310,11146718,6810,5728123,0,0
55483,199837,22186866,9947,11844722,0,0
26187,48825,5736022,4399,2851544,0,0
55345,199207,21902745,9949,11662262,0,0
53092,203900,22400586,9532,11994335,0,0
124391,96126,11200119,24864,3837792,0,0
372170,195269,21949186,62631,6718545,0,0
201475,89478,10342580,38117,3558719,0,0
148246,123817,22253910,26218,7973995,0,0
62228,68431,11109194,12202,3968591,0,0
90737,195767,21980423,16735,10898411,0,0
47932,95710,11001101,8173,5499861,0,0
69602,197805,22059312,12381,11487859,0,0
72568,196294,21969349,12776,11394845,0,0
53023,96644,11330581,8950,5593895,0,0
41463,96071,10857787,6945,5550014,0,0
56343,97193,11240613,9502,5477533,0,0
75800,198314,22180416,13248,11451116,0,0
26747,49063,5748862,4531,2837350,0,0
28529,97929,10872115,4894,5783067,0,0
24377,49372,5732116,4105,2879996,0,0
27967,98539,10890159,4909,5785996,0,0
58292,202265,22396126,10325,11907987,0,0
31523,97401,10853654,5705,5683517,0,0
52590,202072,22196633,9530,11870256,0,0
160226,167265,22077678,29951,9695231,0,0
323913,194495,22195782,53031,6901510,0,0
247967,106525,11184834,47756,3484533,0,0
182881,128517,21952883,31809,7731351,0,0
40406,37387,5760338,7656,2008651,0,0
55622,71088,10865376,11052,4213858,0,0
46975,47783,5764565,8344,2355756,0,0
38767,97393,10835413,6909,5536276,0,0
29606,49238,5747715,5084,2774565,0,0
34090,97770,10871973,6000,5658473,0,0
58745,200036,21913320,10640,11591108,0,0
46187,96755,11133926,7991,5596103,0,0
59122,146513,16566620,10411,8505257,0,0
86778,193371,21929296,14779,11140082,0,0
54235,95487,11110266,9153,5447653,0,0
64972,197371,21934257,11417,11507645,0,0
37420,95692,10892327,6439,5631278,0,0
55672,200109,22194121,9974,11847237,0,0
38374,100700,11332435,6702,5856225,0,0
53730,201146,21987283,9739,11722481,0,0
24216,49807,5742317,4185,2871695,0,0
84808,192476,22008757,14953,11134082,0,0
33495,23495,5751573,5800,2722016,0,0
148786,102675,10910886,29032,3043481,0,0
147988,78182,11285174,22064,3724862,0,0
452175,210579,22209713,81878,6583406,0,0
105867,125375,22416565,21443,8389320,0,0
62870,79539,11153937,11866,4501464,0,0
81064,196739,21968475,14700,11135639,0,0
71265,200320,22393251,12599,11666705,0,0
48033,94047,10785912,8379,5348340,0,0
73630,195773,21993698,12987,11379550,0,0
50809,98121,11336909,8694,5634628,0,0
88192,196472,22191709,15048,11257895,0,0
71750,200048,22314294,12552,11609455,0,0
41181,97067,11136808,6961,5714825,0,0
56612,198800,21994357,10000,11717866,0,0
38577,100697,11336665,6667,5863174,0,0
21597,49704,5654942,3831,2862600,0,0
54990,201783,22181693,9737,11844284,0,0
33676,94311,10630059,6015,5520879,0,0
148396,164189,22193122,27902,10021505,0,0
142987,95495,10970104,24746,3175193,0,0
415048,207884,21991646,73149,6923321,0,0
181071,109676,16935291,30576,5664019,0,0
87801,93000,16844814,17814,6205024,0,0
36005,40306,5675934,6825,2272844,0,0
61947,93510,10807108,11329,4960966,0,0
70279,201448,22381898,12476,11672879,0,0
48063,96100,11122051,8223,5565737,0,0
35891,95900,10669769,6290,5497541,0,0
29027,48929,5743592,5005,2785727,0,0
35598,97509,10873852,6149,5644140,0,0
67190,196813,21905757,11843,11456278,0,0
33707,47958,5722158,5626,2703682,0,0
84844,193117,21771026,14568,11050886,0,0
64612,201339,22398084,11203,11808316,0,0
26282,43955,5221092,4416,2559180,0,0
16472,51106,5660397,2733,2983202,0,0
28387,96382,10656917,4926,5650544,0,0
25031,49440,5739272,4229,2869624,0,0
27408,98956,10863996,4817,5788044,0,0
44221,201897,21908366,8217,11854155,0,0
25764,48974,5721676,4491,2829120,0,0
60421,194215,21741327,10855,11474527,0,0
254095,159205,21957028,47133,7272975,0,0
424953,210487,22258758,75197,7067458,0,0
143439,73861,10884510,23121,3349970,0,0
103334,119555,21914238,21187,8157813,0,0
73623,85601,10943062,13583,4549683,0,0
56830,146130,16337740,10187,8385270,0,0
47470,96682,11119248,8129,5574838,0,0
33859,95673,10656553,5958,5528021,0,0
30331,48394,5740494,5177,2763166,0,0
35805,97908,10876105,6220,5629606,0,0
63481,197429,21907321,11313,11521266,0,0
30883,48208,5724676,5319,2740564,0,0
86610,192042,21725254,14625,11035871,0,0
49128,94627,10876998,8435,5394171,0,0
40405,97067,10968098,7042,5608659,0,0
35671,96042,10870246,6141,5644983,0,0
33479,98080,10993493,5820,5780130,0,0
33689,96671,10866134,5913,5663427,0,0
53796,201497,22176128,9699,11847715,0,0
34146,100669,11214629,6065,5867314,0,0
54330,198693,21952734,9658,11720410,0,0
149742,161672,21978450,28042,9867950,0,0
145819,96530,11161061,25124,3240922,0,0
81391,47073,5162243,10710,1788565,0,0
335873,161526,16862931,63063,5127491,0,0
338969,155787,22432397,55814,10249552,0,0
95165,342042,21930920,16753,11828908,0,0
56772,166299,11139923,10155,4274508,0,0
99640,415810,21989985,17620,11282579,0,0
33991,85295,5760414,6069,1945854,0,0
44350,198748,10856065,8051,5413493,0,0
70065,291371,16842248,12369,8389211,0,0
32897,90211,5648674,5738,2776295,0,0
87308,352612,22284751,15373,11092991,0,0
59812,198716,11185846,10143,5874761,0,0
94136,344700,21981882,17266,9690745,0,0
31547,110634,5759429,5331,3322057,0,0
