bus_accesses,llc_accesses,cycles,llc_misses,instr,cluster,phase
171473,320007,11218014,42135,957281,0,1
264444,474262,16969362,63241,1403370,0,1
326057,598580,21438183,79736,1777814,0,1
180063,299615,11196913,42167,932751,0,1
264052,454142,16588771,62935,1329507,0,1
334647,596664,21506721,81564,1715898,0,1
269853,468428,16966097,64431,1385335,0,1
268985,472692,16973962,64408,1374321,0,1
353429,631071,22431390,85321,1807752,0,1
178199,298471,10912182,41464,872433,0,1
168911,312739,11050750,41475,921137,0,1
348224,628964,22352903,84855,1780845,0,1
184925,311268,11205758,43201,907606,0,1
198106,258280,10611616,42372,839936,0,1
311718,427703,16986365,64427,1771877,0,1
287562,125897,10768123,50134,504100,0,1
181712,315340,11226443,41552,1184874,0,1
354113,632566,22438818,84295,1981249,0,1
338786,605225,21516946,81247,1833922,0,1
505382,421779,22436802,94864,1824315,0,1
362478,608658,21958038,79422,2721216,0,1
363084,619033,21983009,84712,1784354,0,1
268940,475562,16900228,64660,1337422,0,1
347605,618997,21972411,83991,1738077,0,1
174250,288629,10373889,40746,817523,0,1
345363,608625,21763018,83247,1712221,0,1
272484,469047,16963587,65096,1349103,0,1
330881,605889,21430348,81443,1699846,0,1
183014,309016,11154593,43137,899408,0,1
352555,633748,22213498,85215,1786621,0,1
97989,155227,5650239,22174,442593,0,1
172470,322249,11225403,42493,941404,0,1
269100,482427,16972570,64477,1382359,0,1
329698,618170,21439343,81108,1732693,0,1
180479,309441,11195171,42567,903612,0,1
262839,472691,16588411,62929,1348983,0,1
331737,616755,21456698,81010,1737463,0,1
98173,154383,5795765,22184,465456,0,1
176388,297132,10686354,41150,868130,0,1
170823,313026,11039123,42057,907617,0,1
356132,637773,22407658,86048,1798202,0,1
340581,610505,21524058,82877,1742936,0,1
269795,469764,16863271,64802,1325791,0,1
178025,297829,10880586,42095,859307,0,1
345314,617901,21998305,84107,1746550,0,1
273010,473855,16962887,65539,1359514,0,1
273125,467946,16968154,65498,1340798,0,1
187710,309217,11379495,43950,893448,0,1
169266,304488,10885982,41500,885805,0,1
271289,468106,16967790,65038,1338015,0,1
99802,153822,5783438,22613,459151,0,1
340053,622902,21945681,83974,1742944,0,1
272350,467929,16988212,65424,1338103,0,1
100767,152828,5790606,22812,455856,0,1
170974,300697,10771653,41768,858338,0,1
339980,618030,21760531,83785,1739807,0,1
186935,316701,11384546,44083,926144,0,1
347216,613832,21720786,83744,1731993,0,1
270816,474892,16963907,64902,1358744,0,1
188818,334453,12007762,45653,951175,0,1
180805,311706,11186923,42624,905834,0,1
168380,315458,10998669,41586,893368,0,1
271465,472183,16970279,65021,1355878,0,1
271732,478728,16984626,65219,1372762,0,1
351068,611860,21976928,84612,1733539,0,1
186108,312810,11249435,43808,883259,0,1
86997,157256,5638526,21451,469274,0,1
333743,612865,21435385,81942,1734985,0,1
264839,468312,16624236,63629,1324675,0,1
347186,630246,22226400,84310,1792450,0,1
93794,141867,5255690,20609,401281,0,1
341906,635569,22292584,83915,1959952,0,1
185465,306759,11141954,43025,915983,0,1
172295,309584,11040133,42240,920057,0,1
271836,467888,16990364,64654,1398469,0,1
350918,609306,21970311,84202,1766913,0,1
270917,472493,16963126,64794,1355609,0,1
248178,442617,15860430,60760,1253993,0,1
187192,310077,11389223,44225,906663,0,1
350355,613525,21743171,84473,1730294,0,1
357086,636141,22409995,86473,1788080,0,1
251912,450288,15893934,61140,1268141,0,1
184129,303861,11200169,43039,887107,0,1
166856,291471,10611320,40509,858800,0,1
274584,475781,16978381,65907,1361998,0,1
351373,615263,21966430,84589,1778042,0,1
271387,475076,16990626,64916,1369599,0,1
331086,606338,21410900,81410,1713182,0,1
183455,308129,11186731,42945,895623,0,1
496896,405141,22228159,96399,1472119,0,1
362657,628678,22410756,85288,1912850,0,1
335351,599819,21496097,81900,1691447,0,1
185750,310300,11388868,43315,922311,0,1
178202,294342,10868846,41574,893817,0,1
170419,308252,11054311,41530,928864,0,1
267665,477960,16967226,64106,1382627,0,1
327837,615211,21445616,80684,1748221,0,1
179614,310824,11199282,42380,917297,0,1
340019,633559,22192257,82911,1823891,0,1
346500,635062,22435647,83572,1839635,0,1
338438,607658,21730226,81999,1773001,0,1
178266,297448,10884275,41503,884890,0,1
169204,276753,10239830,39442,794064,0,1
171169,313276,11264195,42354,922460,0,1
350797,628498,22405862,84836,1782701,0,1
333095,604246,21495390,81348,1720187,0,1
98231,155148,5786556,22250,467537,0,1
347223,625562,21963655,83835,1769559,0,1
268803,478006,16976012,64325,1376263,0,1
74378,128771,4641146,17731,364914,0,1
180790,308848,11191424,42617,899740,0,1
166571,301041,10784567,40745,875536,0,1
269259,473254,16879743,64712,1357412,0,1
330748,612327,21400934,81361,1726473,0,1
179909,309867,11151622,42422,902023,0,1
344774,637642,22214898,84131,1795343,0,1
270025,486278,16953437,64842,1396759,0,1
350535,642521,22409535,84897,1805978,0,1
182497,307953,11185042,42620,891165,0,1
164004,295068,10589402,39957,855480,0,1
356174,638060,22428517,86414,1791779,0,1
181265,300369,10879922,42182,867232,0,1
171623,312902,11067634,42310,906538,0,1
273785,475233,16969286,65651,1357540,0,1
335517,611212,21440920,82622,1713349,0,1
180629,308746,11163910,42595,894383,0,1
345163,628195,22212952,84210,1767631,0,1
352869,644556,22451267,85461,1813675,0,1
186423,321839,11385600,43596,930929,0,1
337621,610214,21521693,81366,1714720,0,1
269258,478832,16966113,64435,1375785,0,1
243549,456758,15850135,59690,1295337,0,1
347579,639162,22229998,84200,1803366,0,1
181372,309015,11145351,42324,895663,0,1
169223,311493,11069521,41632,906885,0,1
353262,633485,22406104,85462,1777480,0,1
187232,314902,11386362,43790,913994,0,1
170231,312798,11052785,41933,906750,0,1
273231,480336,16965272,65493,1373688,0,1
337089,610708,21428993,82948,1709436,0,1
98399,153353,5770684,22366,458896,0,1
345861,608322,21759042,83449,1717912,0,1
185934,309885,11249583,43856,868033,0,1
87400,155930,5615449,21546,464813,0,1
334866,605891,21445725,82470,1699576,0,1
185717,315655,11382278,43915,913895,0,1
179996,299012,10881718,42230,864297,0,1
171485,309385,11082943,42247,897720,0,1
186355,310078,11293306,43707,872543,0,1
162539,282824,10304236,39445,819423,0,1
273847,470466,16967034,65822,1343286,0,1
335405,607964,21421183,82531,1699934,0,1
181475,307552,11165069,42870,889444,0,1
351850,626187,22204840,85194,1761766,0,1
270137,472040,16944190,64751,1353440,0,1
270745,474946,16878746,64983,1360932,0,1
330926,618056,21447243,81445,1737318,0,1
92842,150061,5434263,21056,423979,0,1
171552,302885,10854891,41306,877106,0,1
93723,147566,5403934,21175,415201,0,1
260065,478020,16876186,64315,1372025,0,1
356307,630272,22392174,86619,1772248,0,1
270571,471505,16968195,64961,1351651,0,1
350509,633961,22413175,84913,1779579,0,1
352671,635340,22433938,85078,1791633,0,1
172592,289132,10449351,39992,848540,0,1
170379,312786,11050314,41957,908406,0,1
349586,635635,22319862,85710,1804786,0,1
181320,309591,11158210,42619,901894,0,1
348070,606922,21779404,83776,1744071,0,1
271942,469976,16963840,65097,1365870,0,1
350094,628890,22341003,85643,1776897,0,1
353747,621773,22214385,85592,1741929,0,1
177080,289447,10655494,41228,838387,0,1
343266,599271,21522267,82678,1688748,0,1
271371,475464,16927518,65095,1360211,0,1
332718,615187,21469270,81880,1726550,0,1
352596,622599,22228530,85471,1747935,0,1
185499,306120,11152122,43306,885860,0,1
342345,605116,21545128,83198,1702005,0,1
96710,154176,5653991,21989,434130,0,1
