bus_accesses,llc_accesses,cycles,llc_misses,instr,cluster,phase
366403,214089,21477547,68171,3929362,0,1
200011,112255,11385199,36182,2087142,0,1
194119,107449,10885750,34867,2018613,0,1
256395,110147,11035402,43612,1614571,0,1
531230,160964,16886896,78473,1541666,0,1
635765,196669,21780858,93615,2727208,0,1
373482,154872,21911070,74714,3483488,0,1
52867,20697,2827298,9680,458552,0,1
185012,75898,10683809,36775,1729521,0,1
182507,75367,10546054,36378,1705818,0,1
294071,121275,16985875,58518,2736748,0,1
400331,186353,22420442,75991,3835058,0,1
367221,214101,21510392,68597,3943811,0,1
168426,93999,9463531,30305,1742344,0,1
191451,106874,10880002,34586,1996064,0,1
186748,107018,10959800,34836,2019980,0,1
103161,55674,5658034,18253,1035762,0,1
306799,109780,11226737,51353,1084889,0,1
582826,197699,21407490,94703,2721420,0,1
102481,41672,4668894,19840,812071,0,1
10111,4476,451584,1957,76437,0,1
460883,192269,21432969,91788,3731826,0,1
232543,94986,10672768,45349,1850390,0,1
465459,194111,21442609,91830,3756054,0,1
199331,114142,11422904,35332,2216105,0,1
195000,111854,11394234,34807,2192534,0,1
184799,108527,11072807,33780,2138546,0,1
293097,166569,16973289,52332,3313037,0,1
471300,210412,21411689,79210,3412329,0,1
357930,107827,11385657,52599,1056326,0,1
348132,105094,10869386,51379,1029853,0,1
334945,99273,11060725,46532,1608603,0,1
297624,120935,16963524,58253,2722469,0,1
382907,158747,22407812,76463,3564950,0,1
364743,152505,21485677,73342,3410624,0,1
291912,120485,16956228,57994,2711967,0,1
396900,220427,22423962,72035,4090709,0,1
297603,169502,17000598,54275,3134044,0,1
372038,209831,21305562,67799,3894893,0,1
520411,213587,21401782,89066,2701326,0,1
336395,110227,11388767,54162,909540,0,1
241011,92411,10872146,42723,2246555,0,1
237435,97603,11071698,47563,1920039,0,1
487076,198283,22408228,96752,3879905,0,1
250265,100665,11390056,49048,1975709,0,1
243089,99726,11091544,46926,1947541,0,1
300106,171907,16978263,55200,3169644,0,1
394309,227663,22468621,72919,4200529,0,1
394164,224665,22418442,72806,4205735,0,1
617549,209621,21482101,95251,2413661,0,1
538101,161849,16986002,78944,1573326,0,1
466475,171664,21992738,79992,3648634,0,1
382234,161526,22402904,76493,3571787,0,1
366199,154800,21482638,73544,3421014,0,1
290365,122199,16949811,57658,2701989,0,1
404682,220439,22447682,74055,4137852,0,1
396388,229143,22426682,73253,4230722,0,1
198905,109425,11198010,35713,2062505,0,1
181106,103349,10548300,33568,1948891,0,1
449091,164166,16966828,74233,1777585,0,1
168874,55542,5664223,27225,443995,0,1
288155,100443,11228813,46423,1828993,0,1
458381,187946,21410517,91648,3670813,0,1
243098,98046,11202974,47805,1927958,0,1
481383,195936,22204816,95682,3829613,0,1
326788,164062,16974546,60126,3075157,0,1
293288,169473,16969168,54252,3124820,0,1
389757,223844,22415694,71857,4145143,0,1
433371,212470,21502990,76473,3583937,0,1
717406,216372,22408482,105501,2072476,0,1
359377,108579,11391314,52828,1057995,0,1
388410,154025,21495600,72414,3887678,0,1
368396,152129,21517877,73752,3432292,0,1
292913,120676,16972116,58199,2723005,0,1
295759,121647,16962581,58761,2752463,0,1
399052,213864,22414394,73348,4058566,0,1
370730,215279,21508749,69115,3976818,0,1
201114,112252,11388939,36501,2101113,0,1
456284,220927,22170774,81373,3561141,0,1
169703,55839,5820962,27358,473958,0,1
305957,100526,10423690,49294,837149,0,1
451396,150310,10778689,72258,1360926,0,1
721443,240532,16970246,118315,1974792,0,1
368275,150323,16974094,72834,2927035,0,1
460357,191265,21419275,92034,3712512,0,1
251035,101808,11373902,49309,1988418,0,1
430800,215108,21948002,80519,4025914,0,1
377351,219412,21520410,69393,4043236,0,1
193099,112985,11102298,35923,2085960,0,1
99430,54479,5416570,17642,1006166,0,1
317089,171926,16876312,58627,3039470,0,1
795786,236456,22420873,115393,2031913,0,1
694281,215228,22442398,102732,2948357,0,1
212219,84574,11095425,40818,1776334,0,1
429664,170118,22209531,82506,3562611,0,1
327216,130300,16971139,62423,2724690,0,1
213742,111732,11386022,37227,2089608,0,1
188607,110209,11075654,35519,2050377,0,1
295653,171277,16974293,54254,3174617,0,1
370364,213580,21421908,68981,3984848,0,1
247260,116642,11179436,43562,1819381,0,1
787117,248414,22236682,121107,1839621,0,1
372754,148327,16966091,70609,3221336,0,1
476612,197334,22305602,95385,3842669,0,1
476334,194638,22210978,94749,3793467,0,1
214692,106214,10709134,39182,1963694,0,1
374105,217242,21490790,69446,3987210,0,1
292879,169324,16977098,53532,3135689,0,1
366638,210646,21416054,68206,3945716,0,1
376370,119369,11192938,56458,1172385,0,1
786205,232812,22186506,113480,1997480,0,1
536953,180887,21501282,85875,3324528,0,1
324219,128496,16963976,62017,2690840,0,1
324824,129401,16964006,61791,2709917,0,1
324167,128726,16968463,62035,2689725,0,1
338036,130878,16970706,62998,2738882,0,1
368930,215869,21415940,68549,3963334,0,1
102369,57083,5768906,18323,1054169,0,1
285210,167767,16894460,53011,3114678,0,1
199680,111655,11387342,36142,2091152,0,1
523963,225613,21526535,89414,3069105,0,1
587989,184853,16986079,90240,1478946,0,1
464755,184985,21392854,88394,3929950,0,1
480495,197431,22440614,95416,3849365,0,1
232799,93364,10647622,45424,1827889,0,1
429274,205793,21481802,81114,3869373,0,1
184602,105459,10413558,33773,1943441,0,1
187792,109458,10819139,35095,2025535,0,1
298984,172458,16970358,54647,3193207,0,1
298607,169431,16891910,54784,3152284,0,1
740888,230679,21361977,110114,2145134,0,1
392666,116740,11161858,56932,1024434,0,1
572668,193215,22213804,91794,3414521,0,1
328607,130131,16967322,62910,2729507,0,1
325464,129558,16971354,61905,2713358,0,1
406326,163138,21418527,78621,3398529,0,1
221599,87132,11382263,42006,1829440,0,1
388646,217458,21715538,70625,4000766,0,1
386177,224844,22420022,71219,4151944,0,1
400098,226306,22446385,73392,4243827,0,1
369008,125119,11131337,59142,1051913,0,1
694450,228037,22237595,109582,2797657,0,1
484931,199224,22339775,96905,3873859,0,1
483311,199292,22331676,96159,3875260,0,1
246650,99103,11175394,48174,1938825,0,1
390806,215932,21509208,70941,3996242,0,1
185389,105470,10438666,33830,1939823,0,1
186121,110005,10783565,34313,2032423,0,1
298393,169653,16983342,54812,3163532,0,1
422859,174316,16984202,69040,2523494,0,1
774158,229158,21407903,111650,1965833,0,1
380418,113421,11192834,54568,1222269,0,1
441058,172084,22172990,81775,3828329,0,1
413335,165474,21510407,79326,3453936,0,1
326707,129509,16964936,62482,2709621,0,1
327727,129883,16968966,62631,2717776,0,1
310185,163877,16974038,55612,3091511,0,1
